virus_unid	human_unid
P06932	P52740
B9UPF3	Q9UNL2
B9UPF3	Q02809
P36799	Q9Y3D3
B9UPF3	Q8IZ52
P17387	Q6ZSR9
B9UPF3	Q9NRP0
B9UPF3	O15321
B9UPF3	P10620
P03129	P41219
P03107	Q9Y679
P36801	Q9Y6V7
P17389	Q3ZCM7
B9UPF3	Q9Y4W6
P06929	P22061
P06930	Q15544
P03129	Q16649
P06428	P14678
B9UPF3	O95573
P24835	P68104
P06460	Q9H3P7
B9UPF3	P35052
P36801	P00846
P17389	Q9UJS0
P06930	Q7Z695
B9UPF3	O43306
P06465	Q5VWQ8
P06428	P00395
P06428	P49765
P06428	Q8N271
P17388	P10644
P17387	Q6P1L8
P36801	P18124
P03129	Q14703
P03129	Q9BWL3
P03129	Q969R5
P06463	O00232
B9UPF3	Q9UMS5
P17385	O76024
P06428	O60437
P06429	P56192
P17388	Q15434
P03129	Q13478
P17385	P24534
P17387	Q6VN20
P36817	Q9NZL4
P06428	P05783
P36810	Q9NSG2
P06459	O75928
P17387	Q02241
P17387	Q9UL40
B9UPF3	Q96G97
P06428	P41567
P17388	Q9Y2X3
Q80908	Q6ZMU5
P06428	Q9NWU1
P03129	Q6NYC8
P06428	Q9Y2W1
B9UPF3	Q9HDC9
P03129	Q12933
P17385	Q92504
B9UPF3	Q9BVC6
P06429	Q9NPC7
P03129	Q14244
B9UPF3	Q13563
B9UPF3	Q9ULG6
P06932	Q15544
P06428	P61221
P06428	P03905
P36801	P14618
P06429	Q9UPY5
P17384	Q9NNW5
P03129	P05186
P03129	Q8WUM9
P36801	Q8NBP7
P03129	Q9Y3Z3
B9UPF3	P08195
P17389	O15269
B9UPF3	P46778
P24835	P08572
P17387	Q03060
P06932	Q8IXB1
P36801	O00483
P06428	Q9NXB0
P36801	Q86TM6
P06428	O43678
B9UPF3	Q8N4L2
P36817	P11233
B9UPF3	P62191
P06428	Q9P003
P36799	P00505
B9UPF3	Q9NZ01
P17385	Q9HAV4
P17388	Q5BKZ1
P36817	P63167
B9UPF3	Q9P2E9
P03129	Q9UKL0
P17388	Q9BYJ9
P06788	P22692
B9UPF3	O60831
P17386	O75521
B9UPF3	O15269
P06463	Q9Y5X3
P24835	O43824
P36801	P09758
P36801	P62913
P17388	P35251
P17388	Q2NL82
A0A220NMU2	Q96EK4
P06788	Q9UL45
P06429	P16070
P06929	Q8NDA8
P36801	P46779
P17388	Q6DKI1
P17387	Q9UJF2
B9UPF3	Q9NR12
P17385	Q99942
P36801	P36543
Q9QLP4	P14625
P36801	Q8NEJ0
P36801	O60888
P06430	Q9HC73
P06930	Q8N6R0
B9UPF3	Q9HCL0
P06929	Q13084
P17387	Q15334
P36817	Q9NWV8
P03129	P52597
P06932	P57078
B9UPF3	P23634
P03129	P37837
P06463	O14910
P03129	P07900
P06463	Q5TFE4
P17388	Q12899
P24835	P09668
P36801	Q12948
P17387	P45973
B9UPF3	P98194
P36801	Q9BUK6
P36799	O95425
P36827	P09651
P36801	P23381
B9UPF3	Q8WVM8
P06929	O75348
P17385	Q13015
P06428	P03897
P06430	Q68CP9
P06428	P02751
P06930	Q6P1X5
P17385	O75915
P06429	Q8IZ52
P03129	O43823
P36817	Q96HV5
P17388	O43251
B9UPF3	Q96BY9
P17387	P41743
P36801	P84098
P17382	P55084
P06427	Q9BZK7
P06929	Q99832
B9UPF3	P48167
B9UPF3	P20020
P36801	Q8TF74
P17387	P60981
P06428	P12272
P36827	Q6UN15
P17387	Q9Y2T2
B9UPF3	Q8WVX9
P03129	Q13148
P06463	Q9Y2H9
P06429	Q5T0F9
P24835	Q9BUB5
B9UPF3	O60565
P17385	P06576
P03129	Q9Y3D9
P03129	Q4G0J3
B9UPF3	Q8TAT6
P17386	Q96S55
B9UPF3	Q3ZCQ8
P06428	O43504
P17388	Q12905
P03129	O14744
P06465	P13807
B9UPF3	P02649
P06428	O60763
B9UPF3	O14579
P03129	P36955
P06427	Q14669
P06930	Q86YB8
B9UPF3	Q9Y4P3
P24835	P20073
P06428	P36578
P36817	Q8IWV8
P03129	Q15208
P17385	Q86Y56
B9UPF3	Q9UGP8
P06932	Q9H2Y7
P06465	P01034
P03129	P0DPH7
B9UPF3	P50281
P03129	P0CG47
P06428	Q9NRY2
P36827	P23396
P06463	Q13884
B9UPF3	Q9Y5M8
P36799	Q8IZC6
P06927	Q08174
P03129	P08670
P06792	Q8N697
P06465	Q9NWX6
P06465	O00339
P17388	Q99832
P24835	O00115
P06463	Q9NQT4
P06428	Q92982
P06427	P62487
P06465	P60903
P17385	Q9UL46
P24835	Q13242
P17387	Q96JS3
P06927	Q7Z403
P17387	Q9UPQ3
P17385	Q9H3N1
P36801	P35606
P06930	P35221
P24835	P13928
P17389	Q92839
B9UPF3	O00767
P03129	Q14980
P17388	P62906
P03129	Q9BZK7
P17387	P48643
P06428	Q9Y3L5
P06788	Q9NVZ3
P06930	P11216
P36801	O43291
P06788	P07237
P36801	Q99961
P24835	O43790
P17385	P55060
P17385	Q08AM6
B9UPF3	Q92890
B9UPF3	O75746
P36817	Q5M7Z0
P06428	P46781
P03129	P46940
P03129	Q9BQ87
B9UPF3	O60353
P17382	P17480
P36801	P49768
P36801	P31949
P17388	Q7Z739
P17388	Q9BRP8
P03129	P98082
P17388	P22492
P17382	Q9UBV2
B9UPF3	Q9Y5W7
B9UPF3	P53621
P36817	Q9Y262
B9UPF3	P23458
P06428	Q08ER8
P24835	P07237
P24835	Q12931
B9UPF3	Q9UKV5
P17386	Q9H0F6
P36801	Q9Y3B1
P17382	P39687
P17387	P46937
P06428	Q9UI12
P06428	Q96B02
P06463	Q8N720
P06788	P19388
P06930	A0AV02
B9UPF3	P30519
P06428	Q8ND76
P17387	Q9Y376
B9UPF3	Q14393
B9UPF3	O15031
P17388	Q8NE71
P03129	P78396
P06429	Q9Y3A4
P06428	P51991
P03129	P50990
P03129	P50395
B9UPF3	O95674
B9UPF3	P16615
P06428	P14625
P06428	P19012
P06463	Q86Y07
P36817	Q13123
B9UPF3	Q15758
P17385	Q9UDY4
P17389	Q96NJ6
P06430	P11684
P06929	P62266
P17385	Q8TCG1
B9UPF3	Q96BA8
P17386	Q9P013
P17385	Q99615
P06428	Q58WW2
P06428	O75352
P06427	P53597
P06930	Q9H4H8
P17388	O00505
P06463	Q13751
P24835	Q9Y5Y6
P17388	Q96RF0
P06463	Q13769
P36827	Q6NSJ5
P03129	O94776
P06428	Q86X19
P36817	Q9Y3M9
B9UPF3	P27797
P04013	P62879
P17384	P05114
P03129	Q13309
P17385	P11441
P06428	P29350
D7GMA9	Q9UMX0
P17387	P21912
P06930	Q99836
P06428	Q9Y337
P17387	Q13685
P06930	P35232
P36801	Q8N5U6
P36801	Q9UBQ5
P17385	P53618
P24830	P10321
P06428	Q9NRD9
B9UPF3	P51571
P17382	P27824
P06932	P61769
P06428	P09429
P17387	Q9BXS5
P06428	Q9HCY8
P06930	Q13838
P17385	Q92990
P17385	Q9Y679
B9UPF3	Q96JJ7
P06788	Q8TF32
P06932	Q15545
P24835	O95067
P17387	Q9UBS9
P06463	P10321
P17385	Q8N766
P06930	Q01628
P06463	Q6IAA8
P36801	P32969
P06429	Q8NC60
P36801	Q5TH69
P03129	O43175
B9UPF3	Q9H5V8
P17382	O43423
B9UPF3	Q7Z7M9
P03129	Q15645
P06428	Q96JT2
P06429	P05386
B9UPF3	O95159
P06428	Q96BI3
P06428	O14979
P06930	P49459
P17388	P51784
P36827	Q96SW2
B9UPF3	P50416
P17389	P53350
P17386	Q13011
P06428	P62280
P36817	P30626
P06428	Q8WVQ1
P17385	Q8N4V1
P06428	Q6UW68
P17389	Q9Y6N5
B9UPF3	Q9H2V7
P17389	Q3ZCQ8
P17388	Q9Y5A9
P17385	Q9Y277
P36817	Q4LDG9
P03129	O75526
B9UPF3	P07237
B9UPF3	O14672
P24835	Q13045
P24835	Q08397
P17387	P04818
P06930	Q9UJ37
P06428	Q13630
P06463	P0DP57
P03129	Q9BUZ4
P06428	P82912
P06428	Q658P3
P17389	Q9Y6H1
P17385	P21796
B9UPF3	Q9NTJ5
P03129	P31689
P06430	Q9HB07
P03129	Q13501
P06929	O95182
P17385	P29692
P36801	Q9BVC6
P17385	P63241
P06932	Q8NC51
P06929	P41134
P06929	Q9H6D7
P06428	Q9NRF9
P06428	Q13488
P06428	Q969X2
P06427	Q9Y624
P06428	P09012
P17385	Q9H330
P03129	P78371
P06430	Q13427
P06459	P07305
P06430	Q9Y3B2
B9UPF3	Q9NZM1
P06428	P01024
P17387	P31040
B9UPF3	Q8IY26
B9UPF3	Q14699
P17385	Q9UBM7
B9UPF3	Q8TED1
P36817	Q9Y3C1
P03129	P08246
P03129	Q15788
B9UPF3	P00533
P03129	P60842
B9UPF3	Q96CS3
P17387	A6NNZ2
P06428	Q7RTR2
P17387	P56545
P06930	O75132
P06428	Q8NEM2
P06428	A6NIH7
P17387	Q14247
P17382	Q96DZ1
P06930	Q8NFJ5
P17387	Q9H1A4
P06463	Q9H5P4
P36827	P62875
Q9QLP4	A2AJT9
P17385	Q53HI1
B9UPF3	Q9Y2G8
P06788	P08779
P06930	P01135
P06428	P62937
P06930	P04156
B9UPF3	P02786
P17385	P04843
B9UPF3	Q4ZIN3
P17385	P04004
P03129	B2RXF5
P06429	Q14683
B9UPF3	Q9NXS2
B9UPF3	P08240
P17387	Q15004
P17385	P30049
P06428	Q96AG4
P24835	P49662
B9UPF3	O60725
P06430	P19367
P17387	Q14680
P17385	P45880
P17388	O00232
B9UPF3	O43765
P03129	Q9BYV2
P17388	Q1KMD3
P17384	P27694
P06430	P03915
P06428	P03886
P03129	P07910
P17388	O95793
B9UPF3	Q8IXI2
P06428	Q9Y291
P06463	P29074
P36801	P27797
B9UPF3	Q3KQU3
P06463	Q8IZ52
P06428	Q6P1R4
P06930	Q9UNF1
B9UPF3	Q9BZQ6
P17385	Q969M3
P17382	P40939
B9UPF3	P17302
P06930	Q92876
P04013	P02792
P17385	P25685
P03129	O43734
P36801	Q969R8
P03129	O00303
P17388	Q13428
P06428	P49750
P17385	P42771
B9UPF3	P67812
P03129	Q16576
P03129	P11021
P36801	Q96CS3
P36827	P10909
P03129	Q86UK7
P24835	Q6KB66
P17387	Q9BVG8
P17387	P22234
B9UPF3	Q15629
P17388	Q92908
P06465	O43809
P06428	P40305
P06428	P63272
P17386	A6NKD9
P17385	Q14157
P17387	P16220
P36810	Q8WVL7
P36801	Q99828
B9UPF3	O00391
P17387	Q96S59
P17385	Q07065
P17387	Q96P47
P06930	P09958
P24835	P20839
B9UPF3	Q14318
P17385	P51572
P03129	P30532
P03129	Q9BYE7
P06428	Q9GZM5
P06932	Q86U28
B9UPF3	Q96CP6
P06428	Q8IWA5
P17382	O94782
P03129	P43243
P24835	P53634
P06930	Q9BRD0
B9UPF3	Q6UVK1
B9UPF3	Q96AQ6
P36799	P17096
P36801	P26572
P06428	P24534
P24835	O14613
P06428	P05067
P36801	Q5VWK5
P36801	P10176
P06428	Q9BSE2
P36801	Q14103
P06930	Q9H497
B9UPF3	Q6NZI2
P17387	Q9ULW0
B9UPF3	Q5K4L6
B9UPF3	Q15165
P36817	P19338
B9UPF3	Q9HD45
P17387	P52434
P17387	O60481
P06930	P61769
P06788	P04156
B9UPF3	Q9HD20
P06428	P47895
B9UPF3	Q96IX5
P17387	Q8IWV7
B9UPF3	Q13443
P06429	P07339
P17385	Q9UHD9
B9UPF3	P33897
B9UPF3	Q9H936
P06428	P48960
B9UPF3	Q9BT22
P36801	O15037
P17389	O75477
B9UPF3	P40429
P06930	P62952
P06428	Q6UY11
P17385	P78347
P36817	P19013
B9UPF3	Q8WZ71
P06428	Q99576
P06930	P39060
P17382	P14635
P17387	Q6ZRP7
P17385	Q9Y6Y8
P17388	Q9Y6M1
P06463	P19013
P06788	P35520
B9UPF3	Q9NXH8
Q9QLP4	P00846
P06428	P21673
B9UPF3	Q13586
P06428	P39023
B9UPF3	Q12846
P17388	O00165
B9UPF3	Q9UKU6
P06465	A6PVS8
P36817	P50995
P06930	Q9NZJ7
P03129	P27708
P36801	P57088
P06428	Q9H1X3
P06429	P03886
P06463	Q96JH8
P03129	P11217
B9UPF3	Q9HBR0
P03129	Q13617
P17387	Q69YH5
P06929	P08727
P36817	Q9BTE7
P17385	Q5J8M3
P24835	Q96BQ5
P17388	P55795
P17384	Q8TDB6
P24835	P48645
P24835	Q6RW13
P06428	Q92851
P36827	P52799
P17382	Q09019
P17388	Q9BZ72
P06930	P22392
B9UPF3	Q9H3P7
P03129	P31943
B9UPF3	P31689
P06428	Q12874
P03129	P35250
P06465	Q99613
P17387	P17028
P24835	Q9Y3A4
P03129	P17858
P17387	P52732
B9UPF3	Q92629
P06463	Q8N6T7
P06428	Q9ULJ6
B9UPF3	Q9Y6N5
P03129	Q92841
B9UPF3	Q8N2K0
P36817	Q969X5
P06788	P29353
P17387	Q96SI1
P06930	Q7L523
P17388	P14866
P06788	Q5T160
P06428	Q8TE76
P06930	Q8TC12
P06428	P51572
B9UPF3	P00403
P03129	Q13347
P06428	Q5T280
P36801	P46776
P36799	P61160
P17388	O00567
P17387	Q9BTE3
P24835	P02533
P17389	Q14739
P17389	P22087
P17388	P46781
P06429	P27449
P17387	P20585
P06427	Q9Y679
P17387	Q8TDB6
P03129	O75533
P03129	Q9ULX6
B9UPF3	Q9NVH1
P03129	Q96EP0
P06788	P98194
P06430	Q92520
B9UPF3	Q12797
P03129	Q13114
P06788	O15269
P17385	Q7L5D6
P06463	Q659C4
P17387	P25789
B9UPF3	Q8IY17
P06429	Q969W3
B9UPF3	O95864
P06428	P09382
P06788	Q16563
P36801	Q53H82
P06463	O75955
P17388	Q14839
P06427	Q9BUP3
B9UPF3	P50402
P06788	Q14376
B9UPF3	Q9NQX7
P06788	P0DN79
P24835	P29400
P36817	Q8N4Y2
P17386	Q04837
P36801	P62269
P06927	P00533
P06428	P62829
B9UPF3	Q9P0V3
B9UPF3	P42677
P36799	Q14511
P17388	Q96EY7
P06428	Q9HDC9
P17387	Q9HAU0
P17382	P46060
P17387	P11137
P17387	Q9BRP1
P06429	P18583
P36801	P62241
P17385	Q92890
P06788	P56385
P36817	P57772
B9UPF3	Q9BQB6
P36801	Q8N2A0
P17389	P04792
P17382	Q8IZL8
P17388	P78371
P06930	Q69YH5
P03129	Q969G5
P17385	P30825
P36801	Q8N4Y2
P06930	P68371
P36827	P61247
P03129	Q8N594
P03129	P22392
P36801	P62277
P36827	O95251
P06428	Q96M63
P06788	Q9H4Y5
P03129	P17174
P06463	O15127
P17385	Q06323
P17385	P35232
P06463	Q9NZN5
P06927	P07333
P03129	Q7Z6J0
B9UPF3	O15260
P06930	P31431
B9UPF3	Q99623
P17385	Q9BV68
B9UPF3	P02794
P36801	Q2TBC4
B9UPF3	Q9BWM7
P17389	Q9UL15
B9UPF3	Q9HCU5
P17382	P22492
P06930	P49755
P17385	P55072
P06465	O95433
P17388	Q12805
P03129	P52272
B9UPF3	O95477
P06428	Q8TB72
P06463	Q96K49
B9UPF3	P27824
P06929	P14923
B9UPF3	Q02978
P06463	Q96N67
D7GMA9	O43765
P06429	P03973
P06428	P20645
B9UPF3	Q969X5
P06428	Q9H082
P06429	Q9BRH9
P03129	Q9P2Y4
P17388	Q9H2U1
P06427	Q96GC5
P36801	Q53LP3
P06930	Q15223
P06932	Q9NXA8
P06428	P10599
B9UPF3	P48060
B9UPF3	P55036
P17387	Q9NSE4
P17389	Q63ZY3
P03129	P35637
P17389	O75150
P17388	Q9Y295
P36799	P42772
B9UPF3	Q9Y678
P17387	Q14CB8
P17387	Q5H9I0
P06788	Q86XP3
P17388	P48643
P17385	Q9Y5K5
P17389	O94826
P03129	Q8NDX5
P06428	Q7L5N7
P17385	P00395
P03129	Q13616
P17388	Q8IY81
P03129	Q01970
P06428	Q15125
P06428	P46778
P36801	P00966
B9UPF3	P17813
B9UPF3	P78357
P24835	Q6P1K1
P17385	Q16718
P06429	Q9UJZ1
P36817	Q9BV79
P06463	Q9Y6H3
P06429	Q6WKZ4
P06428	O14787
P36801	Q969X1
B9UPF3	Q96HH9
P17387	Q92547
P06930	Q8WWI5
P36801	O95298
B9UPF3	P05023
P17382	Q92688
P06428	A1L0T0
P06428	Q6NUQ4
P06428	Q14512
Q9QLP4	Q9UQ80
P06788	Q8WVQ1
P06788	P31930
B9UPF3	Q9UHL4
P17388	Q6PKG0
P03129	P68032
P17388	P82673
P06921	Q15545
P06463	Q9NW81
B9UPF3	Q96BI1
P17382	Q9NXF1
B9UPF3	Q15012
P17388	O60684
P03129	Q7L099
B9UPF3	Q9NV96
P06428	P32519
B9UPF3	Q7Z4F1
P24835	O00203
P17385	O15162
P17388	P82675
P03129	Q96RE7
P36801	P30305
P24835	Q8NC44
P17387	O15294
P06788	P43003
P17385	O95197
B9UPF3	P25116
P36801	Q9Y6H1
P17385	Q9P0I2
P36817	P30533
P36801	Q9UL49
P17385	Q9BVT8
P06788	P03923
P03129	Q13885
P06930	Q86WA6
P06428	O14684
B9UPF3	Q8NBM4
P06428	O43390
P17382	O75317
P17385	Q9BSJ8
P06427	Q13572
P17387	O00311
P06428	P51553
P17382	O60841
P17389	O95831
P17388	Q9NUD5
P17388	Q8WWK9
P36801	O43709
P17382	Q8TBZ3
P17382	P06493
B9UPF3	Q5VV42
P06927	P04626
P36817	Q14240
P17388	O00629
B9UPF3	P09619
B9UPF3	Q9NP58
P06429	Q99832
B9UPF3	O75477
P36801	O75051
P17382	P62068
B9UPF3	P09543
P06428	O00299
P17382	Q9BTT0
P0C9G5	Q96RT1
O36972	P63098
O36972	Q08209
E0WMT0	P63167
Q65212	P36873
Q773G3	P22087
P03410	Q9Y2D8
P03410	P26196
P03410	Q8WW24
P03410	Q96FJ2
P03410	P37198
P03410	Q6ZUT1
P03410	Q96HA8
P03410	P23497
P03410	P35711
P03410	P14672
P03410	Q8N5F7
P03410	Q96CN9
P03410	Q05516
P03410	Q8NHQ1
P03410	Q9BSW2
P03410	Q9BRK4
P03410	Q9BRJ6
P03410	Q9Y6D9
P03410	Q9H0B3
P03410	Q8TAE8
P03410	O14503
P03410	Q6P1W5
P03410	P51116
P03410	Q92530
P03410	O00189
P14079	P16220
Q7LYY4	P17535
Q4ZGA4	Q12959
C6L852	P24864
C6L852	P24941
P03409	O14920
Q2Q067	Q13015
Q2Q067	Q15287
Q2Q067	O95251
Q2Q067	P32243
Q2Q067	P31249
Q2Q067	P02794
Q2Q067	Q15365
Q2Q067	Q9UH92
Q2Q067	Q9HD26
Q2Q067	Q15038
P0C206	Q96R06
P0C206	O43186
P0C206	Q9H4K1
P0C206	Q6PF05
P0C206	O14641
P0C206	Q8N448
P0C206	P37198
P0C206	Q9GZT8
P0C206	Q53EZ4
P0C206	P23497
P0C206	P63165
P0C206	Q9NZD8
P0C206	O14503
P0C206	Q9BRK4
P0C206	Q8N3Z6
P0C206	P63279
P0C206	O75928
P14079	Q9UI95
P14079	Q5T8I9
P14079	O14595
P14079	Q8WW34
P14079	Q6NYC8
P14079	Q6PF05
P14079	Q8N4L8
P14079	O43186
P14079	Q8N448
P14079	P43268
P14079	O15287
P14079	Q9H4K1
P14079	Q01844
P14079	P02538
P14079	P17482
P14079	Q6PF18
P14079	Q9NP87
P14079	P19013
P14079	P19012
P14079	P05787
P14079	Q6PEX3
P14079	P07196
P14079	P29474
P14079	Q9P2K5
P14079	Q9UK41
P14079	Q9P0T4
P14079	Q969H6
P14079	Q9BPX1
P14079	Q9NZD8
P14079	Q9NX63
P14079	P25786
P14079	Q9NSA3
P14079	Q15654
P14079	P82932
P14079	Q5W5X9
P14079	Q9HAQ2
P14079	Q33E94
P14079	Q9GZT8
P14079	Q6ZVK8
P14079	Q8N883
P14079	Q9BV90
P14079	Q96MT8
P14079	Q5H9K5
P14079	Q9C086
P14079	Q53HC0
P14079	O14964
P14079	Q969F0
P14079	P78560
P14079	Q9UJX2
P14079	Q9BY27
P14079	Q8IUF8
P14079	Q92546
P14079	Q7L2R6
P0C746	P53567
P0C746	P18846
P0C746	P16220
P0C746	Q9NS37
P0C746	P15336
P0C746	P17544
P0C746	P05412
P0C746	P17275
P0C746	P17535
P0C746	P18847
P0C746	O15525
P0C746	O75444
P0C746	Q9Y5Q3
P0C746	P35638
P0C213	Q96RT1
P0C206	Q86UA6
P14079	P52655
P14079	P08133
P14079	P30279
P14079	Q15283
P14079	Q15633
P14079	Q6P435
P14079	Q13884
P0C746	Q16649
P0C206	P52948
P14079	P11387
P14079	P15336
P14079	P60228
P14079	Q14511
P14079	Q86VP1
P14079	Q92793
P14079	O96017
P14079	P08047
P14079	P18848
P14079	P27797
P0C213	P04437
P14079	O75914
P14079	Q02878
P14079	P51532
P14079	Q16352
P0C206	P35658
P14079	Q16656
P14079	Q13547
P14079	P06396
P14079	O96019
Q9IWU6	Q9Y6K9
P14079	P60953
P14079	Q969G3
P14079	P17676
P14079	P55895
P14079	P61586
P14079	Q13227
P14079	P14921
P14079	Q92831
Q4U0X7	Q09472
P0C206	P52594
P14079	Q00534
P14079	Q06609
P14079	Q9UBB5
P14079	Q00536
P14079	P41182
P14079	P30281
P14079	Q86X55
P14079	Q92922
Q88940	P63244
Q9IG01	O14907
Q9IG01	P30038
O56232	P11166
O56232	P30038
O56232	P35548
Q9IG01	P26651
O56232	Q14689
Q9IG01	Q14689
Q9IG01	P35548
O56232	P62879
P00524	P67775
P00524	Q07666
P00524	P07900
P00524	Q16543
O92806	Q07666
O92806	O00401
P00526	Q15464
O92806	Q15464
O92806	P20936
P01104	P63165
P01104	P61956
Q02840	Q13951
Q02840	Q15369
Q02842	Q13619
Q02842	Q9BW61
Q02842	Q9Y3Z3
Q02842	P12814
Q02840	P15153
Q02840	P35221
Q02840	Q9UI14
P04601	O75530
P18045	Q16531
P18045	Q9Y4B6
P04599	P01730
P69721	P04637
P04601	P17693
P69720	P50750
P69723	P28482
P18099	P04233
Q77YG0	P27361
A0A288CFT1	P51665
P18099	P25685
P18099	P0CG48
P04324	P08631
P04324	Q99683
O12160	O00165
P03407	P07948
P03407	P12931
P03407	P06241
P12504	P21673
P12504	Q9HC16
P12504	P08631
P04326	P50750
P04326	P51531
P04326	Q8TAQ2
P04326	Q92922
P04326	Q12824
Q90VU7	P07947
Q90VU7	Q14155
Q90VU7	Q15052
Q90VU7	P16333
Q90VU7	Q8TEJ3
P04325	P0CG48
P69728	P21796
P04601	O14734
Q9Q2G4	Q8TB72
Q9Q2G4	Q9UBQ5
Q9Q2G4	P60228
Q9Q2G4	P61758
Q9Q2G4	Q8N163
Q9Q2G4	O15371
Q9Q2G4	Q14152
Q9Q2G4	O60232
Q9Q2G4	Q99613
Q9Q2G4	Q9UKK3
Q9Q2G4	O00303
Q9Q2G4	Q12948
Q9Q2G4	Q9UGP4
Q9Q2G4	Q9UMS0
Q9Q2G4	Q9BZF3
Q9Q2G4	Q9Y262
Q9Q2G4	Q9NR33
Q9Q2G4	Q9UHF7
Q9Q2G4	Q9NRF9
Q9Q2G4	Q9H4L5
P04618	Q96BP2
P04618	Q13123
P04618	Q04837
P04608	P51784
P04608	Q9UK99
P04608	O15355
P04608	Q96EB6
P04608	Q9NXF7
P04608	Q9UHB7
P04608	O43865
P12504	Q15369
P12504	Q13617
P12504	Q9UBF6
P12504	P61289
P12504	P11441
P12504	Q9UNE7
P12504	Q9C0C7
P12504	Q99615
P12504	Q13501
P12504	Q8IWV8
P12504	Q15370
P12504	Q13951
P12504	Q93034
P12520	Q9Y4B6
P12520	Q9H4A6
P12520	Q5SW79
Q9Q2G4	Q7L2H7
Q9Q2G4	P32121
Q9Q2G4	Q12874
Q9Q2G4	Q8TF40
Q9Q2G4	P33991
Q9Q2G4	Q9HBG6
Q9Q2G4	Q9H8Y5
Q9Q2G4	O15372
Q9Q2G4	Q99704
Q9Q2G4	O60610
P04618	Q8WV92
P04618	P82933
P04608	O75607
P04608	Q99733
P04608	P51825
P12504	Q16659
P12504	O15379
P12504	Q13227
P12504	Q8TEB1
P12520	Q5TAQ9
P12520	Q8WXD5
P12520	O75386
P69726	O00629
P69726	Q53HV7
P04618	O00571
P04608	P55209
P04608	Q92793
P04620	P52292
P19554	P53680
Q9IDV3	Q96RT1
P03407	O95477
Q9QPN3	P50570
P04618	O14980
P04618	Q96RS0
P04608	Q86U86
Q77YG0	Q9NRW3
P03407	Q14457
P04618	P17844
Q90VU7	Q8WUM4
P04601	P27824
P04618	Q92621
P03407	P61769
P04326	P53999
P69720	Q99683
P69721	Q96J02
P04608	Q9H492
P04608	Q9NTG7
P12504	Q9NWF9
P04608	Q9Y5S9
P04601	P84077
P04608	Q15596
P69721	Q9Y4B6
P69720	Q00987
P04608	P42771
P69720	Q00839
P69720	Q16531
P69720	Q08211
P69720	Q01196
P69720	Q86VP6
P69723	Q9GZX7
P69720	Q9NR30
P69720	Q9UMS4
P04608	Q00987
P04608	P43034
P04608	P51532
P04608	Q13501
P04608	P10827
P04601	P53618
P04608	P60900
P04608	P62136
P04608	P62191
P04608	P19447
P04608	P24928
P04608	Q8N6T7
P69720	Q9UBN7
P69720	Q969M7
P04601	P38646
P04601	P41732
P04601	P78369
P04601	Q13501
P04601	Q15904
P04601	Q6UW56
P04601	Q8N0U8
P04601	Q969W9
P04601	Q96CW1
P04601	Q9BX66
P04601	Q9BXS5
P04601	Q9NPF0
P04601	Q9NQ11
P04601	Q9NX40
P04601	Q9UBF6
P04601	Q9Y279
P04601	Q9Y4K3
P04608	P06493
P04608	P06899
P04608	P0C0S5
P04608	P11388
P04608	P11940
P04608	P13984
P04608	P14859
P04608	P16104
P04608	P17480
P04608	P17844
P04608	P18074
P04608	P19338
P04608	P19387
P04608	P19388
P04608	P19838
P04608	P20618
P04608	P20671
P04608	P20700
P04608	P22087
P04608	P23527
P04608	P24863
P04608	P25205
P04608	P25440
P04608	P25490
P04608	P25788
P04608	P25789
P04608	P28062
P04608	P28072
P04608	P28074
P04608	P29084
P04608	P29692
P04608	P31943
P04608	P33778
P04608	P33993
P04608	P35232
P04608	P35250
P04608	P35251
P04608	P35579
P04608	P36954
P04608	P40306
P04608	P40692
P04608	P42166
P04608	P43243
P04608	P43403
P04608	P46060
P04608	P46087
P04608	P49336
P04608	P49720
P04608	P49721
P04608	P49790
P04608	P50402
P04608	P51398
P04608	P51946
P04608	P51948
P04608	P52272
P04608	P52292
P04608	P52434
P04608	P52435
P04608	P52948
P04608	P53350
P04608	P53803
P04608	P55265
P04608	P55884
P04608	P58876
P04608	P60228
P04608	P60709
P04608	P61218
P04608	P61964
P04608	P62487
P04608	P62807
P04608	P62826
P04608	P62875
P04608	P63244
P04608	P67809
P04608	P68104
P04608	P78346
P04608	Q00403
P04608	Q01196
P04608	Q06945
P04608	Q08945
P04608	Q09028
P04608	Q12788
P04608	Q12905
P04608	Q12906
P04608	Q13049
P04608	Q13330
P04608	Q13422
P04608	Q13547
P04608	Q14103
P04608	Q14152
P04608	Q14191
P04608	Q14498
P04608	Q14527
P04608	Q14566
P04608	Q14739
P04608	Q14807
P04608	Q14839
P04608	Q14966
P04608	Q14974
P04608	Q14980
P04608	Q15003
P04608	Q15021
P04608	Q15022
P04608	Q15059
P04608	Q15393
P04608	Q15397
P04608	Q15637
P04608	Q16576
P04608	Q16695
P04608	Q16777
P04608	Q16778
P04608	Q16891
P04608	Q29RF7
P04608	Q53H47
P04608	Q5JTV8
P04608	Q5QJE6
P04608	Q5SSJ5
P04608	Q6P2E9
P04608	Q6P2Q9
P04608	Q71UI9
P04608	Q7L2E3
P04608	Q7L7L0
P04608	Q7Z6E9
P04608	Q86VP6
P04608	Q86YP4
P04608	Q8IUE6
P04608	Q8N1F7
P04608	Q8N7H5
P04608	Q8TDN6
P04608	Q8TDX7
P04608	Q8TF68
