virus_unid	human_unid
P0C6Z1	Q8NEW0
Q1HVH2	O14641
P0C6Z1	Q8IXI2
P03203	P20248
Q1HVD3	P62191
Q1HVD3	Q96RT7
P0CK57	Q9Y5M8
P0C723	Q9UKK3
Q1HVG1	Q5JY77
P0C737	Q9NX61
P0C737	Q6PIU2
P0C6Z1	Q9H2V7
P12978	P06493
P0CK57	O95817
P0CK50	P07858
Q1HVD3	P60900
Q1HVB5	Q13586
P03204	P25788
P03211	P15529
Q1HVD3	P31689
P0C737	O43294
P0C6Z1	Q9NX63
Q1HVB5	P61916
P0C737	P42166
Q1HVB5	P07093
P0C6Z9	Q8N6Y0
Q1HVD3	Q9NXH8
P0C737	O14681
P0C6Z1	O00264
P0CK57	O15027
P0C6Z1	Q9H5V8
P0CK57	Q9Y6C9
P0C6Z1	Q96N66
P0C737	O15400
P0C6Z1	Q58DX5
P0CK57	Q96N66
Q1HVH2	P62995
P0C6Z1	P22413
P0C737	P07858
P0C737	Q86UL3
Q1HVD3	O00483
P0C744	Q96D09
Q1HVG0	P46778
P0CK50	Q9NR12
P0C737	P21964
P03203	Q9Y371
A0A0C7TUY8	P50281
Q8AZK7	P11474
Q1HVG1	P50542
P0CK57	O00264
Q9Q2P1	P63244
P0CK57	O60716
Q8AZJ5	P61956
P0C737	P09619
Q1HVD3	Q71UM5
P0C737	P40189
P0CK50	P50281
P0C737	Q14974
Q1HVE9	Q8N5R6
P0C723	O00308
P03211	P30626
P0C737	P50402
Q1HVB5	Q15629
P0C737	Q9H4G4
P0C6Z1	Q9HCU5
P0CK57	O14545
P0CK50	Q9Y5M8
P0C737	Q8IY17
P0C6Z1	Q9UJJ9
Q8AZK7	P08238
P0C737	O94905
P0C737	P78357
Q1HVB5	Q969G5
Q1HVG4	Q08379
P0C737	O00483
Q69022	Q9UHI6
P0C6Z1	O75695
Q1HVD3	Q9HC07
P03209	O75928
P0C737	Q06136
P0C6Z1	P21912
P0CK57	P53801
P0C737	P08240
P0CK57	Q5SW79
P0C6Z1	P23458
P03204	P55854
P0C737	Q9UBG0
P0CK57	P13489
P0C6Z9	P07196
P0C737	Q10472
P0C737	P30530
P0C737	P25116
Q1HVB5	P28799
P0CK57	O95967
Q1HVD3	Q9Y5V3
P0C737	P27797
Q1HVD3	Q14192
P0C6Z1	Q9P0L0
P0CK57	Q13459
P0C737	O75964
P0C6Z1	Q9HC07
P0C6Z1	O15321
P03219	Q16206
P0CK57	P46379
P0C6Z1	P38435
A0A1P7U033	Q06330
P0C737	O43306
P0C737	P00846
P0C737	P08195
P0CK50	Q13443
P0C737	Q9UHL4
Q69022	Q00403
P0C6Z1	P09486
P03211	O00410
Q1HVD3	Q15629
Q1HVI8	P04637
Q1HVB5	O95273
P0C737	Q9H5V8
P0C737	Q8IY26
P0CK50	Q8N4L2
Q1HVD3	Q9Y6N5
P0CK57	P10909
P0C737	O75688
P0CK50	Q9BWM7
Q1HVH2	Q12800
A0A0C7TUY8	P31689
P0C6Z1	O15260
P0C6Z1	Q13308
A0A0C7TUY8	Q9Y6C9
P0C737	Q9H6Y7
Q1HVD3	P23458
P03204	Q9UHI6
P0C6Z1	P01130
P0CK57	P11166
A0A0C7TUY8	Q9Y5M8
P0C737	Q16891
P0C737	P18859
Q1HVJ2	P43405
P0C737	P29966
P0C6Z1	P51148
P0C6Z1	Q5RI15
Q69022	P10242
P0CK57	O75688
P0C6Z1	Q70UQ0
Q81013	Q96J02
Q1HVB5	Q6NZI2
P03211	Q86WN1
P0C737	Q8N4L2
P0CK50	O15173
P0C6Z1	Q07812
P0C737	P35613
P0C737	P25445
P0C6Z9	P14373
P0CK57	Q99460
P0CK57	Q9Y285
P0CK57	P39656
P03182	Q9UI14
P0CK57	P35520
P0C6Z1	Q12797
P0C737	Q9UJ14
P0C6Z1	Q9UNN8
A0A0C7TUY8	Q9H3P7
P0CK57	O60831
Q1HVD3	P46379
Q69022	P20226
Q1HVD3	O00487
P0CK57	Q13443
P0CK57	P51571
A0A0C7TBS6	Q9BQ50
P03211	P28676
P0C744	Q5JY77
P0C6Z1	Q8TDB4
P0C737	Q96J84
P0C737	Q8WVM8
P0C6Z1	Q9H8M9
P0CK57	P35613
Q1HVH2	P23497
P0C6Z1	Q8IV08
P0C6Z1	P35613
Q1HVB5	O15031
Q1HVB5	Q9NZM1
P0C6Z1	P30101
P0CK50	Q96IX5
P03203	P12814
P03211	Q8WV28
P0CK50	P06703
P0C6Z1	A0FGR8
Q1HVB5	Q9Y6N5
P0CK50	P62070
P0C737	P05556
P0C737	P39656
P0C6Z1	O60725
P0C737	O15127
Q8AZK7	P00338
P0C737	P53621
P0CK57	Q969X5
P0CK57	Q9NV96
Q1HVD3	P42677
P0C737	P63279
P0C6Z9	Q13077
P0C737	Q96N66
P0C737	Q15392
P03211	O95271
P0C737	Q99536
P0CK57	P50479
P0C6Z9	Q08379
Q1HVB5	Q63ZY3
P0C6Z1	P07237
P0C737	Q96QF0
A0A0C7TUY8	Q6P996
P0C737	P01023
P0CK50	P25116
P0C737	O14683
P0C737	Q14108
P0C737	Q969E2
P0CK57	Q8IY17
P0C737	O00161
P03204	P63165
P0C737	Q9NQC3
P03203	O43707
Q69022	Q7Z5K2
P0C737	Q9BRK3
Q8AZJ7	P49005
P0C737	Q8TCT9
P0CK57	Q99439
P0C6Z1	Q9NZM1
Q1HVG0	Q9Y6C9
P0CK57	Q9BT22
P03204	P24864
Q1HVJ2	P07948
P0CK57	Q6P996
P0C6Z1	Q8TCT7
Q1HVD3	O75381
P0C6Z1	P42166
P0C6Z1	Q96AQ6
P0CK50	O60831
Q1HVD3	Q5SW79
P0CK57	P38435
P0C737	Q8N2K0
Q1HVD3	P28300
P0C6Z1	Q96BI1
P0C6Z1	Q9NTJ5
P0C6Z3	O43889
Q1HVH2	Q8N7W2
P0CK57	P28300
Q3KST2	P01889
P0CK54	Q9BYM8
Q1HVG1	Q16206
P0C6Z1	Q8NC51
P0CK57	P27824
P03211	Q01105
P0C6Z1	Q9P0V3
P0C737	P98194
Q69022	Q9HBX3
P0CK50	P16070
Q1HVB5	Q9BZ71
P0C737	P33527
P0C723	Q9NPJ6
P0CK57	O43242
Q8AZJ3	P28799
P0CK57	Q8N2K0
P0C737	Q7Z4F1
P0C6Z1	Q8N2S1
P0C737	P62070
Q1HVB5	Q9BQB6
Q1HVI8	P45378
P0C737	O60499
Q1HVB5	Q8N4Q1
P0C737	Q99500
A0A0C7TUY8	P12110
P0C6Z1	Q15262
P0CK50	O43294
P0CK57	P02786
P0CK57	P12110
P0C6Z1	Q16527
P0C737	P27824
P0CK57	Q9P0V3
P0CK57	O14735
P0C737	Q99653
P03209	P61956
P0C6Z1	O75477
P0CK50	P05023
P03203	Q15942
P0CK57	Q16527
P0C6Z9	Q6NUQ1
P0CK50	Q9H2V7
P0CK57	Q9UM47
Q1HVD3	Q6P996
P0CK57	O00487
P0C737	Q9NZV1
P0CK57	Q9C0C2
P0C6Z1	Q8TED1
A0A0C7TUY8	O95573
Q1HVH2	Q15691
P0CK50	Q16891
P0CK57	O95302
P0C6Z1	P10301
P0C6Z1	Q99653
P0C6Z1	P53801
Q04360	P23497
Q04360	Q8NDT2
Q1HVG1	Q93062
Q69022	Q92759
Q1HVB5	Q9NXH8
P0CK50	O00264
P0C6Z1	P16615
P0C737	Q01813
P0C737	Q9NP72
P0C737	Q9Y5Z0
P0CK50	Q9HC07
P0C6Z1	Q53EP0
Q1HVG1	Q96LI6
P0CK57	P30153
P0CK50	Q13637
P0CK57	Q9UPN7
P0C737	Q13563
Q1HVD3	P55036
Q1HVB5	Q8IZ07
P0C737	P28300
P0C6Z3	Q96B96
P0C6Z9	Q86Y13
P0CK57	P50281
P0C763	Q9UBB9
Q1HVG1	Q6P1W5
Q1HVH2	P61289
P0C737	Q9NZ01
P0CK54	Q9NSC5
P0C737	P50281
P0CK57	Q13586
P0C6Z1	P49006
P0CK57	P12004
P0CK57	Q96JJ7
Q1HVB5	P40429
P0CK57	Q9H936
P0C737	Q96JJ7
P0C737	P42892
P03228	P14618
P0C737	Q14008
P0C6Z1	Q9BRK3
P0C6Z1	Q9BQB6
P0C737	P35606
P0C6Z1	Q8IY26
P0CK50	P49023
P0CK57	Q9HDC9
P0CK57	Q06210
P0C737	Q9NV96
P0C6Z1	Q9NQX7
Q1HVD3	O95817
P0C737	Q15629
P0C737	Q96IX5
Q1HVD3	P09543
P0CK50	Q96N66
P0C6Z1	P00533
P0CK57	Q15165
P0CK57	P07093
Q1HVJ2	P06239
P0C737	P36542
P0CK57	Q02952
P0CK57	P11047
P0C737	O60725
P0C6Z1	P23634
Q1HVI8	Q4G0G2
Q1HVD3	Q9NYU1
P0C6Z1	Q16611
P0CK57	P25686
P0CK57	P10398
P0CK57	Q14699
Q1HVG0	O00268
P0C737	P49023
P0C737	Q8N357
Q1HVD3	O60220
P0C737	P55786
P0C6Z1	Q9Y6C9
P0C737	P15151
P0CK50	P98194
P0C6Z1	Q96CX2
P0C737	P05023
P0C737	P38435
P0C737	O96005
A0A0C7TUY8	P16615
P0CK57	P07814
Q1HVD3	Q92526
P0CK57	P40616
P0CK57	O14672
P0CK50	P60468
P0C6Z1	O95297
P0C737	P51148
P0C737	Q86VP6
P0C737	Q13586
A0A0C7TUY8	Q9BQB6
P0CK57	P30530
P0C6Z9	Q9NRD5
P03211	Q15326
P0CK54	Q96CV9
P0CK57	O75381
P0C737	P30411
P0C6Z1	O60716
P0C737	P04626
P0C6Z1	Q969X5
Q1HVB5	O15260
P0CK57	Q01650
P03230	Q13546
Q1HVB5	P07858
P0CK50	P40616
P0C737	P17813
P0C6Z1	Q15165
P0CK57	Q9Y5V3
P0CK57	P07858
P0CK57	Q9NRP0
P0C737	Q969N2
A0A0C7TUY8	Q8N2K0
P0CK50	P08195
P12978	Q08117
P0CK57	Q68CZ2
P0C6Z1	Q92692
Q1HVB5	P27105
P0CK50	O15427
P0C6Z1	Q6UVK1
P0C737	O60353
Q1HVD3	O43242
P0C737	P40616
P0CK50	P09486
P0CK57	Q9NZN4
Q8AZJ7	P17844
Q1HVI8	P06400
Q1HVB5	P33527
P0C6Z1	O00391
P0C737	Q92973
P0C737	Q8IXI2
Q1HVD3	P49327
P0C737	P51798
P0CK57	Q63HK5
P0C737	Q9HDC9
P0CK57	Q9NXH8
Q1HVH2	Q15415
P0C737	O95817
Q1HVG1	P10276
P0CK57	P40227
P0C6Z1	Q9P2E9
P0C737	Q9H2V7
P0C737	Q96FQ6
P0CK50	Q15629
P03209	P63165
Q1HVD3	P29966
V5KTY7	O95994
P0C737	P02786
Q1HVJ2	Q8TBB1
P0CK57	P25445
P0CK57	O43819
P0C737	Q70UQ0
Q8AZJ7	P06746
Q1HVH2	Q93062
P0C737	Q9Y673
Q1HVB5	Q5SW79
Q1HVD3	P49721
P0CK50	Q14393
P0C737	Q9UGP8
P0C6Z1	O60831
P0CK57	Q15113
P0CK57	P16070
Q1HVD3	P28290
P0C6Z9	Q14566
P0C737	Q7Z3U7
P0CK57	O95831
P0C6Z1	Q13137
P0CK50	O95817
P0C737	P16070
P0CK50	Q06210
P0C6Z1	Q9H936
P0C737	Q9Y6C9
Q1HVD3	A3KMH1
Q1HVH2	P63279
P0CK57	P25116
P0C737	Q9P035
Q1HVF7	Q00987
P0C737	P23634
A0A0C7TUY8	P21964
P0C6Z1	Q14699
Q1HVB5	Q93062
Q1HVD3	Q9Y230
P0C6Z1	P40616
P0C737	O14980
P03228	Q96BY9
P0C737	Q9HC07
A0A0C7TBS6	Q13263
P0CK57	Q5VV42
P0C737	Q00341
P0C6Z1	P50281
P0C6Z1	Q9HCU0
P0C6Z1	O00471
P0C6Z9	Q8ND90
P0C737	Q9Y4P3
P03211	Q8NDN9
Q1HVD3	O43164
P0C737	O15031
P0CK50	P28300
Q1HVG1	Q92734
P0C737	O14763
P0CK57	P0DN79
Q1HVD3	P17980
P0CK57	O15270
P0CK50	O95674
P0C726	Q92985
Q8AZK7	P05198
P0C6Z1	P59768
P0C6N0	P12814
P0CK57	P00533
P0CK57	O14773
P0C6Z1	P60468
Q1HVB5	P17612
P03211	Q9Y371
P0C6Z1	O14735
P0C737	P10620
P0CK57	Q12797
P0C737	Q9P0L0
P0C6Z9	Q9BV19
P0C737	P61619
Q1HVB5	O14763
P0CK57	Q9BRK5
P0CK57	Q8TED1
P0C6Z1	Q8N6L0
Q1HVG0	P49848
Q1HVG2	P28799
P0CK57	P31689
A0A0C7TUY8	P23458
Q1HVD3	Q9UNM6
P0C6Z1	Q9UI14
P0CK57	P11717
P0C737	Q13637
P0CK57	P14868
P0C737	Q14728
P0CK57	P05556
P0C737	Q53TN4
P0C6Z1	P29966
P0CK57	P09619
P0C737	P10909
P0CK57	Q9NR12
P0C737	Q8IZ07
P0C737	O75947
P0C6Z1	P12814
P03211	O14744
P0C737	P15586
Q1HVG1	P19838
P0C6Z1	P26196
P0C6Z1	P51571
Q1HVD3	Q14393
A0A0C7TUY8	Q9NZM1
P0C737	Q99675
P0C737	O14579
P0C737	Q9HD45
P0C737	O60762
P0CK57	P16615
Q1HVB5	P60468
P0CK57	P60468
P0C737	Q9NXS2
P0CK54	Q71U36
P0C6Z1	O95817
Q1HVD3	Q9C0C2
P0C737	Q96BR5
P0C6Z1	P05556
Q1HVB5	P02794
Q1HVG2	O43889
P03209	O75925
P13285	P01889
P0C763	O14641
P0CK57	Q9Y6N5
P0C737	Q9NVM1
P0C737	Q9Y394
P0CK57	Q9NXS2
P0C737	Q9NTJ5
P03211	O43866
P0C6Z1	P08172
K9UT94	Q8TAP6
P0C6Z1	Q04721
Q1HVD3	O43294
P0CK50	O00483
P0CK57	P41221
Q8AZJ7	Q9GZX5
P0CK57	P50402
P0C737	O15270
P03211	O95967
P0C737	Q9H936
P0CK57	P02751
Q1HVD3	P50402
Q69022	Q01892
Q1HVG0	Q9Y6N5
Q1HVD3	P35520
P0CK57	P08240
Q1HVD3	Q9Y5L4
P0C737	Q92538
P0CK57	Q92538
P0C737	P00533
P0CK57	P42677
Q1HVB5	P50402
A0A0C7TUY8	P02751
P0CK57	P17980
P0C737	O43819
Q1HVG1	Q9NPG3
P0CK57	Q9NP72
P0CK57	P07237
P0CK57	Q14257
P03230	O00182
P0C6Z1	P11166
Q1HVH2	Q5VWX1
P0C737	P53701
P0C6Z1	P78357
A0A0C7TUY8	P40227
P0C737	Q6UVK1
P0CK50	P01023
P0CK57	Q13637
P0CK57	O00410
P0C737	P04844
K9UT94	Q13643
Q1HVD3	Q99460
P0C6Z1	Q9NP72
P0C6Z1	P62070
P0C737	Q6IAA8
P0C6Z1	Q01813
P0C6Z1	P27824
Q69138	Q13363
Q1HVB5	Q8N2K0
P0CK57	Q9UKA4
P0C737	P53618
P0CK57	P49368
P0CK57	Q96IX5
Q1HVB5	Q9NZV1
Q1HVG0	Q9NVI7
P0CK50	Q9NQC3
Q9Q2P0	Q06330
P0CK57	O43164
P0C6Z1	Q96JJ7
P0C6Z1	Q9NXW2
P0CK57	Q96HC4
P0CK57	O43294
P0C6Z1	O00483
P0CK57	O60762
P0C6Z1	P46782
P0CK57	Q96K76
A0A0C7TUY8	P42677
P0C6Z1	P08195
Q1HVD3	Q13137
V5KU41	O15217
P0CK57	Q9HC07
Q1HVD3	P62195
P0C6Z1	Q9NXR1
P03211	P25788
P0CK57	Q04721
P0C737	O15321
P0C6Z1	Q8N490
Q1HVB5	Q9H3P7
P0CK57	Q96J84
P0C6Z1	Q9HD45
P0CK57	Q8NEY1
Q1HVG4	Q9UFD9
Q04360	Q15691
P0CK50	Q9NZM1
P0C6Z9	Q8IYX8
Q1HVG0	Q9NZM1
P0C737	Q8IV08
P0C6Z1	Q8TD10
P0CK57	Q8NC54
P0C6Z1	Q9GZM8
P0C6Z1	Q13443
P0C737	Q53H12
P0C6Z1	Q9Y5S1
Q1HVB5	Q96AQ6
Q1HVD3	Q9UPN7
P0C6Z1	Q9Y2U8
Q8AZJ7	Q9Y2S7
P0C6Z9	Q7Z6G3
P0C6Z1	O00165
Q1HVG0	Q70UQ0
P0CK50	Q12797
P0C737	Q5T9L3
P0CK57	Q9UKX2
P0C737	Q14257
P0C737	Q9HCU5
Q1HVD3	O95816
P03204	P22392
P0C737	Q9UIA9
P0CK50	P11166
P0C6Z9	Q8TD10
P0CK50	O75688
P0C737	Q9Y2G8
Q07275	P63279
P0CK50	P09543
Q1HVD3	Q9NZM1
P0C737	Q16832
P03219	Q9Y3Q8
P0CK50	Q8N490
P0C737	O43264
P03205	P28799
P0C717	O96006
P0CK57	Q27J81
P0CK50	Q969X5
P0C737	Q15746
P0C737	P17302
P0CK57	O15269
Q1HVB5	Q7Z4F1
P0C737	Q5XKP0
P0C6Z1	P57088
P0CK57	Q86VP6
Q1HVD3	P35998
P0C737	O15260
P0C6Z1	Q86Y07
A0A0C7TBS6	P06746
P0C737	Q8TC07
P0C6Z1	P50402
P0CK50	Q9UJ14
P0CK50	P25445
P0C6Z1	P11717
Q1HVG4	P62508
P0C6Z1	P09619
P0C737	O60831
P0CK57	O95674
P0CK57	O15173
P0C6Z1	Q92896
K9UT94	Q9H3P7
Q1HVB5	Q06033
Q1HVD3	O75153
P0C737	Q9Y5S1
P0CK57	Q01813
P0C6Z9	Q8TAP6
A0A0C7TUY8	P48643
Q1HVB5	P01023
P0CK57	P42892
P0CK57	Q9Y5G0
P0C763	O95273
Q1HVJ2	P12931
P0C737	Q86Y82
P0CK57	Q00341
P0C737	P30101
A0A0C7TUY8	O75688
P0CK50	Q8TED1
P0C737	P09543
A0A0C7TUY8	O15173
P0C6Z9	Q96CV9
Q1HVB5	Q86T03
P0CK57	Q99523
P0C6Z1	Q9Y6N5
Q1HVG1	Q7Z3K3
P0CK57	Q70UQ0
P0C737	P30519
P0C6Z1	Q13323
P0C6Z6	Q13651
P0C6Z1	P00403
P0C6Z1	Q16891
P0C6Z1	Q6IAA8
P03211	P63167
P0C737	Q9BSJ8
P0CK57	Q14192
Q1HVD1	Q12800
P0CK57	P48643
Q1HVD3	Q99700
P03204	Q13547
P0CK57	Q9BWM7
P0CK50	P42677
P0CK57	Q7Z7M9
P0C737	Q14192
P0C6Z1	Q15750
P0C737	Q12797
P03211	Q9H2K2
P0CK57	P29966
Q8AZK7	Q9H252
P0C737	Q6PML9
A0A0C7TUY8	Q9Y6N5
P0C737	Q96P70
Q1HVB5	P22694
P0C737	P43304
P0CK50	P00533
A0A0C7TUY8	P28300
P0CK57	Q9GZT4
Q1HVG1	P04637
Q69115	P63244
Q1HVG0	Q92793
Q1HVG0	Q93008
P0CK57	Q99653
P0C763	Q08379
P0CK57	O15260
Q04360	P62995
Q1HVD3	Q5R3I4
P0CK57	P35221
P0C6Z1	Q9NX40
P0C737	Q9BTU6
Q1HVD3	Q3KQU3
P0C737	O15173
Q8AZK7	P05141
Q69138	Q96BW1
P0CK57	Q9NZM1
Q1HVB5	P05556
Q1HVD3	Q9Y4B5
P0C737	Q96AQ6
P0C737	Q9H3N1
P0C737	P50416
Q8AZK7	P42677
P0CK57	Q02809
P0C737	Q14699
Q1HVD3	P17655
P03211	O76013
P0CK50	Q01813
P0CK57	Q5TGY1
P0CK57	Q9NYL2
P0C737	Q9H3P7
P0C6Z1	Q9Y6K0
P03209	P0CG48
P0C737	Q8NBX0
P0CK50	Q9UHL4
P0C6Z9	Q9H892
P0C737	P16615
P0CK57	Q15629
Q8AZJ7	P61956
P0CK57	Q9NQX7
P0C6Z1	P16070
Q1HVD3	P0DN79
P0CK54	Q8TF72
P0CK57	Q63ZY3
P0CK50	P16615
P0C6Z1	Q9BXN2
Q1HVD3	O14545
P0C737	Q12846
P0C737	Q9H7F0
Q1HVB5	O14773
P0C737	Q969X5
P0CK57	Q08380
Q04360	Q96T37
P0CK50	Q6IAA8
P0C6Z9	P53618
P0CK57	Q9UNF1
P0CK57	O00391
P0C6Z9	O15217
P0C6Z1	P08240
P03204	P61956
P0C6Z1	Q13637
Q1HVB5	Q3KQU3
P0CK57	P49023
P0C6Z1	Q9UJ14
Q69138	Q8HWS3
Q1HVD3	Q93062
P0C737	Q99805
P0C737	Q9H1C4
P0CK57	P98194
Q1HVD3	P16615
Q1HVD3	Q9Y6C9
P0C6Z1	Q9Y6N7
P0C737	Q9P2E9
P0C6Z1	Q3T906
P0CK57	P08195
P0C6N0	Q96EY1
Q69022	P29083
P0CK50	O95831
P0C737	P48047
P0CK57	P23458
P0C737	Q9BSA9
P03203	P01106
P0CK50	P08240
P0C737	Q9NZM1
P0C6Z1	O95573
Q8AZJ7	Q9BQ50
Q1HVG0	Q09472
P0C737	P05161
P0CK50	Q9Y6N5
P0CK57	Q8IY26
P0C737	P60468
Q69022	P22736
P0CK57	O95573
P0CK57	Q9UHL4
P0C737	A0FGR8
P0CK50	Q6P996
Q1HVD3	Q9NR12
P0C737	Q3SXM5
P0CK50	Q71UM5
P0C737	Q6UX71
P0CK57	P53621
P0C6Z1	Q8TB96
P0CK57	Q9BQB6
Q69022	P29084
P03204	P24385
P0C6Z1	P46977
P0C737	O95183
Q1HVD3	P48643
P0CK57	Q9NZV1
A0A0C7TUY8	Q9NQC3
P0CK57	P41252
P0CK57	Q9Y230
P0C723	P40123
P0C737	Q13443
P0C737	Q8TED1
P0C6Z1	Q2PZI1
Q1HVD3	Q9Y2I1
P0CK57	P09543
P0C737	Q9NPB0
P0CK57	O14579
P0CK57	P55145
P0CK57	Q8N4L2
P0C737	O15269
A0A0C7TUY8	Q14393
P0CK50	P12109
Q1HVD3	P62136
P0C737	O75907
P0C737	Q9BQB6
A0A0C7TBS6	P17844
P0C737	Q8NEW0
P0C6Z1	Q96IX5
P0CK50	P11717
P0C6Z1	Q9NR12
Q8AZK7	Q5QNW6
P0CK50	O15260
P0C737	P11717
P0C6Z1	P09543
P0C737	O00560
P0CK57	Q12946
P0CK57	Q9UHD8
P0CK50	Q9Y5V3
Q8AZK7	Q9Y2I7
Q1HVG4	Q12800
P0CK50	Q8IUH5
P0CK57	P05362
A0A0A8IN05	O96017
A0A0B6VHM4	Q12824
A0A0B6VKU0	P27694
A0A0B6VHM4	P17947
A0A0B6VHN8	P25788
A0A0B6VKU0	Q99848
A0A0B6VKU0	P26583
A0A0B6VKU0	Q93009
A0A0B6VKU0	O00410
A0A0B6VKU0	Q14974
A0A0B6VKU0	Q99733
A0A0B6VKU0	P52294
A0A0B6VKU0	Q15573
A0A0B6VKU0	Q53T94
A0A0B6VKU0	P68400
A0A0B6VKU0	P29590
A0A0B6VHN8	P06400
A0A0B6VHN8	P61956
A0A0C7U0D9	P61956
A0A0C7TBS6	P61956
A0A0B6VHN8	P01106
A0A0C7TBS6	P49005
A0A0C7TBS6	Q9Y2S7
A0A0C7TBS6	Q9GZX5
A0A0B6VHN8	Q9Y676
V5KTU9	P46934
V5KTU9	Q96PU5
V5KTU9	Q9H0M0
V5KTU9	Q96J02
K9URF1	P24928
K9URF1	P36954
A0A0B6VKE3	P11166
P0C732	Q96KS0
A0A0B6VHM4	Q15326
A0A0B6VHN8	P41182
A0A0B6VKE3	Q9Y572
A0A0B6VHM4	Q92793
V5KU68	P33778
V5KU68	Q96QV6
V5KU68	P04908
V5KU68	Q9P0M6
V5KU68	Q71UI9
V5KU68	Q96A08
V5KU68	P09874
V5KU68	P12956
V5KU68	P13010
V5KU68	Q93009
V5KU68	P83916
V5KU68	Q99961
V5KU68	P27694
V5KU68	Q14527
V5KU68	Q96T88
A0A0B6VKU0	P62937
A0A0B6VKU0	P63165
A0A0B6VKU0	P61956
A0A0B6VKU0	P63279
A0A0B6VKU0	P62753
A0A0B6VKU0	Q9BWD1
A0A0B6VKU0	P52209
A0A0B6VKU0	O00116
A0A0B6VKU0	P35611
A0A0B6VKU0	O95831
A0A0B6VKU0	O15144
A0A0B6VKU0	P24539
A0A0B6VKU0	Q9P287
A0A0B6VKU0	Q14444
A0A0B6VKU0	O75153
A0A0B6VKU0	Q15021
A0A0B6VKU0	Q8WYA6
A0A0B6VKU0	Q13616
A0A0B6VKU0	Q13619
A0A0B6VKU0	Q5M775
A0A0B6VKU0	Q9UBM7
A0A0B6VKU0	P55084
A0A0B6VKU0	Q14156
A0A0B6VKU0	Q99613
A0A0B6VKU0	P60228
A0A0B6VKU0	Q7L2H7
A0A0B6VKU0	Q96CS3
A0A0B6VKU0	Q6PJ61
A0A0B6VKU0	P21333
A0A0B6VKU0	Q92522
A0A0B6VKU0	Q86Y56
A0A0B6VKU0	P31942
A0A0B6VKU0	Q15056
A0A0B6VKU0	Q9H9A6
A0A0B6VKU0	P07948
A0A0B6VKU0	P49736
A0A0B6VKU0	Q9ULC4
A0A0B6VKU0	Q9P289
A0A0B6VKU0	P43490
A0A0B6VKU0	P28331
A0A0B6VKU0	Q9UBU9
A0A0B6VKU0	P11182
A0A0B6VKU0	P11940
A0A0B6VKU0	P17858
A0A0B6VKU0	Q6P2Q9
A0A0B6VKU0	O75832
A0A0B6VKU0	O95456
A0A0B6VKU0	P22234
A0A0B6VKU0	P30566
A0A0B6VKU0	Q9UL25
A0A0B6VKU0	Q14498
A0A0B6VKU0	P42766
A0A0B6VKU0	P18077
A0A0B6VKU0	P19474
A0A0B6VKU0	Q13151
A0A0B6VKU0	Q7L523
A0A0B6VKU0	P25398
A0A0B6VKU0	P39019
A0A0B6VKU0	P23396
A0A0B6VKU0	P46782
A0A0B6VKU0	P62304
A0A0B6VKU0	P21912
A0A0B6VKU0	Q96FS4
A0A0B6VKU0	P42285
A0A0B6VKU0	Q9NTJ3
A0A0B6VKU0	A6NHR9
A0A0B6VKU0	P37108
A0A0B6VKU0	Q9UHB9
A0A0B6VKU0	Q9UJZ1
A0A0B6VKU0	P41250
A0A0B6VKU0	O43776
A0A0B6VKU0	Q92526
A0A0B6VKU0	Q12931
A0A0B6VKU0	Q9BRA2
A0A0B6VKU0	Q15029
A0A0B6VKU0	Q07021
A0A0B6VKU0	Q9UBF8
A0A0B6VKU0	P11142
A0A0B6VKU0	O15067
A0A0B6VKU0	P35527
A0A0B6VKU0	P62906
A0A0B6VKU0	P55884
A0A0B6VKU0	Q5JTH9
A0A0B6VKU0	P61353
A0A0B6VKU0	Q8WUM4
A0A0B6VKU0	Q9BXP5
A0A0B6VKU0	P18621
A0A0B6VKU0	P62854
A0A0B6VKU0	P62241
A0A0B6VKU0	P46776
A0A0B6VKU0	P28288
A0A0B6VKU0	Q9BW27
A0A0B6VKU0	P46779
A0A0B6VKU0	Q86V81
A0A0B6VKU0	P40429
A0A0B6VKU0	Q9BQA1
A0A0B6VKU0	P22087
A0A0B6VKU0	P21266
A0A0B6VKU0	Q15286
A0A0B6VKU0	P53007
A0A0B6VKU0	P42025
A0A0B6VKU0	P49643
A0A0B6VKU0	O76021
A0A0B6VKU0	Q99460
A0A0B6VKU0	Q14573
A0A0B6VKU0	P60709
A0A0B6VKU0	P81605
A0A0B6VKU0	Q9Y6H1
A0A0B6VKU0	P51153
A0A0B6VKU0	P62820
A0A0B6VKU0	P62136
A0A0B6VKU0	P59190
A0A0B6VKU0	Q04917
A0A0B6VKU0	P41091
A0A0B6VKU0	Q15388
A0A0B6VKU0	A8MTJ3
A0A0B6VKU0	Q9GZZ1
A0A0B6VKU0	Q13185
A0A0B6VKU0	P08559
A0A0B6VKU0	O00264
A0A0B6VKU0	Q06830
A0A0B6VKU0	O14925
A0A0B6VKU0	P20340
A0A0B6VKU0	P51149
A0A0B6VKU0	Q96L21
A0A0B6VKU0	P54136
A0A0B6VKU0	P54105
A0A0B6VKU0	P30041
A0A0B6VKU0	Q9H082
A0A0B6VKU0	P08579
A0A0B6VKU0	Q9NQW7
A0A0B6VKU0	Q6ZN17
A0A0B6VKU0	Q9NRX1
A0A0B6VKU0	P30048
A0A0B6VKU0	P35270
